52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,1.69
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,1.69
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,1.69
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,1.69
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,12.98
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,12.97
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,12.99
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,12.75
8d2b3f3076df687f893a1370f2433386fba01ed3db188ed093d0b5ebe27a4311,100,12.74
8d2b3f3076df687f893a1370f2433386fba01ed3db188ed093d0b5ebe27a4311,100,12.75
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,13.50
8d2b3f3076df687f893a1370f2433386fba01ed3db188ed093d0b5ebe27a4311,100,13.46
8d2b3f3076df687f893a1370f2433386fba01ed3db188ed093d0b5ebe27a4311,100,13.47
8d2b3f3076df687f893a1370f2433386fba01ed3db188ed093d0b5ebe27a4311,100,13.47
8d2b3f3076df687f893a1370f2433386fba01ed3db188ed093d0b5ebe27a4311,100,13.48
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,13.48
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,13.56
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,13.55
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,13.55
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,13.52
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,13.52
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,13.51
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,13.47
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,13.51
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,13.53
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,13.52
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,13.53
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,13.52
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,13.49
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,13.49
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,13.49
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,13.46
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,13.50
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,13.54
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,14.35
0000053386721ff64e5938301c0a738171ab477f8370b267688a23febf11e000,99337409,14.36
0000053386721ff64e5938301c0a738171ab477f8370b267688a23febf11e000,99337409,13.55
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,0.00
52006a13ec8676ecc6188d8d41fbac912b96f846323eeda04bdcb7feced5f70e,0,0.00
00000466c22e6ee57f6ec5a8122e67f82a381499a4b3069869819639bb22a2ee,515800,0.07
00000466c22e6ee57f6ec5a8122e67f82a381499a4b3069869819639bb22a2ee,515800,0.07
00000466c22e6ee57f6ec5a8122e67f82a381499a4b3069869819639bb22a2ee,515800,0.07
00000466c22e6ee57f6ec5a8122e67f82a381499a4b3069869819639bb22a2ee,515800,0.01
00000466c22e6ee57f6ec5a8122e67f82a381499a4b3069869819639bb22a2ee,515800,0.01
